,date,count, value
574,2010-01-07,2146,10606.86
575,2009-01-06,2056,9015.1
576,2010-01-08,2729,10618.19
577,2014-04-07,3027,16245.87
578,2008-02-01,3001,12743.19
579,2009-01-07,3176,8769.7
580,2011-11-07,1327,12068.39
581,2012-08-06,1895,13117.51
582,2012-12-10,3499,13169.88
583,2014-04-08,2046,16256.14
584,2009-01-08,2113,8742.46
585,2011-09-01,1005,11493.57
586,2011-11-08,1524,12170.18
587,2012-08-07,1422,13168.6
588,2012-12-11,1334,13248.44
589,2014-04-09,1468,16437.18
590,2009-01-09,1760,8599.18
591,2011-09-02,1348,11240.26
592,2011-11-09,1679,11780.94
593,2012-08-08,1637,13175.64
594,2012-12-12,1481,13245.45
595,2008-02-04,2573,12635.16
596,2012-08-09,1533,13165.19
597,2016-02-10,1981,15914.74
598,2008-02-05,2333,12265.13
599,2010-03-10,1300,10567.33
600,2014-03-03,1173,16168.03
601,2016-02-11,1502,15660.18
602,2008-02-06,2109,12200.1
603,2008-05-12,1794,12876.31
604,2010-03-11,1729,10611.84
605,2011-10-03,1577,10655.3
606,2012-07-02,1574,12871.39
607,2014-03-04,1375,16395.88
608,2014-06-10,2252,16945.92
609,2016-02-12,1299,15973.84
610,2008-02-07,1728,12247.0
611,2009-03-10,2152,6926.49
612,2010-03-12,2255,10624.69
613,2011-09-06,4085,11139.3
614,2011-10-04,1487,10808.71
615,2012-07-03,1631,12943.66
616,2014-03-05,1450,16360.18
617,2014-06-11,2021,16843.88
618,2008-02-08,1781,12182.13
619,2009-03-11,1800,6930.4
620,2011-09-07,3335,11414.86
621,2011-10-05,1549,10939.95
622,2014-03-06,1384,16421.89
623,2014-06-12,2290,16734.19
624,2009-03-12,1440,7170.06
625,2011-09-08,2053,11295.81
626,2011-10-06,1547,11123.33
627,2012-07-05,1539,12896.67
628,2014-03-07,1822,16452.72
629,2011-09-09,1851,10992.13
630,2011-10-07,1389,11103.12
631,2012-07-06,1637,12772.47
632,2008-01-02,1975,13043.96
633,2011-08-01,1228,12132.49
634,2008-01-03,1679,13056.72
635,2011-08-02,1197,11866.62
636,2012-11-12,2030,12815.08
637,2008-01-04,1760,12800.18
638,2008-04-10,1718,12581.98
639,2011-08-03,3196,11896.44
640,2012-07-09,1801,12736.29
641,2008-04-11,2623,12325.42
642,2010-02-10,3143,10038.38
643,2011-08-04,1528,11383.68
644,2012-06-01,2263,12118.57
645,2014-02-03,2489,15372.8
646,2015-12-01,1422,17888.35
647,2016-01-11,1381,16398.57
648,2010-02-11,1249,10144.19
649,2011-08-05,1181,11444.61
650,2014-02-04,1890,15445.24
651,2015-12-02,1977,17729.68
652,2016-01-12,1390,16516.22
653,2008-01-07,1839,12827.49
654,2009-02-10,2094,7888.88
655,2010-02-12,1368,10099.14
656,2014-02-05,3445,15440.23
657,2015-12-03,1281,17477.67
658,2008-01-08,1975,12589.07
659,2009-02-11,1418,7939.53
660,2012-06-04,2446,12101.46
661,2012-09-10,1376,13254.29
662,2014-02-06,1497,15628.53
663,2014-05-12,1236,16695.47
664,2015-12-04,1256,17847.63
665,2008-01-09,1703,12735.31
666,2009-02-12,1581,7932.76
667,2011-08-08,1370,10809.85
668,2011-12-12,1311,12021.39
669,2012-06-05,1626,12127.95
670,2012-09-11,1333,13323.36
671,2014-02-07,1417,15794.08
672,2011-08-09,2756,11239.77
673,2012-06-06,1659,12414.79
